Age,Gender,Student_Working_Status,Daily_Social_Media_Hours,Screen_Time_Hours,Night_Scrolling_Frequency,Online_Gaming_Hours,Content_Type_Preference,Exercise_Frequency_per_Week,Daily_Sleep_Hours,Caffeine_Intake_Cups,Study_Work_Hours_per_Day,Overthinking_Score,Anxiety_Score,Mood_Stability_Score,Social_Comparison_Index,Sleep_Quality_Score,Motivation_Level,Emotional_Fatigue_Score,Wellbeing_Index,Burnout_Risk,Sleep_Efficiency,Screen_Time_Ratio,Wellbeing_Balance
23,Female,Student,2.55,6.4,4.79,1.5,Entertainment,2.76,5.99,0.0,4.75,6.31,7.26,2.92,2.22,5.11,3.17,7.29,1.31,High,0.7310443490701002,0.35535813436979463,-4.12
24,Male,Student,5.42,8.15,2.1,3.64,Gaming,2.68,8.85,0.81,4.48,5.0,3.78,4.73,5.15,8.47,6.3,5.17,5.01,Medium,0.8598984771573605,0.5379537953795379,1.13
23,Male,Working,4.4,8.04,2.34,3.04,Lifestyle,1.0,6.6,1.02,6.69,5.69,5.47,3.32,4.19,6.61,5.53,6.78,3.11,High,0.8697368421052633,0.46206896551724136,-1.25
21,Male,Student,4.83,10.24,2.79,0.0,Educational,3.55,7.69,0.58,4.8,3.93,2.76,6.32,4.8,7.81,6.14,6.19,5.27,Medium,0.8987341772151897,0.6278356836296751,-0.05000000000000071
18,Non-binary,Student,4.25,6.82,1.47,0.0,Gaming,1.58,5.96,3.32,7.3,4.89,5.54,3.94,4.28,6.04,4.48,7.22,2.7,High,0.867816091954023,0.37804878048780494,-2.7399999999999993
26,Male,Student,4.25,7.69,1.88,1.15,Lifestyle,0.72,7.59,2.95,4.69,1.45,1.11,8.61,3.95,8.74,5.83,5.27,6.67,Medium,1.0174621653084983,0.46861669713589277,0.5600000000000005
21,Non-binary,Student,4.5,6.28,0.37,3.57,Lifestyle,0.0,6.36,3.07,5.32,6.84,6.14,5.87,4.95,4.72,3.84,6.47,2.7,High,0.6413043478260869,0.35600907029478457,-2.63
24,Male,Student,5.42,7.84,3.77,0.0,Entertainment,3.06,8.0,0.0,5.98,7.03,3.98,4.62,6.19,8.0,7.25,5.8,5.0,Medium,0.8888888888888888,0.49,1.4500000000000002
24,Female,Student,2.28,5.58,3.89,1.44,Educational,3.16,6.02,1.4,8.53,3.32,4.55,5.21,4.08,7.02,5.64,4.52,4.45,Medium,1.0,0.3103448275862069,1.12
19,Male,Student,3.14,7.58,1.13,2.13,News,4.05,6.68,0.98,5.53,3.36,3.34,7.07,4.48,6.67,5.64,4.31,5.18,Medium,0.8684895833333334,0.4376443418013857,1.33
18,Female,Working,2.42,3.88,1.18,0.95,Lifestyle,5.22,6.06,1.0,8.22,3.49,4.68,5.13,1.96,7.44,4.69,4.63,4.2,Medium,1.0538243626062325,0.21627647714604234,0.0600000000000005
25,Female,Working,4.9,8.28,2.92,0.43,Gaming,2.87,6.44,0.0,4.29,4.44,4.79,6.67,4.9,6.93,4.72,5.87,4.33,Medium,0.9314516129032258,0.4715261958997722,-1.1500000000000004
25,Female,Working,4.66,6.52,3.1,0.0,Educational,2.93,6.65,1.84,1.47,4.68,3.2,7.6,4.17,6.6,4.85,7.53,4.56,Medium,0.8627450980392156,0.3757925072046109,-2.6800000000000006
24,Female,Working,5.08,7.79,4.51,0.0,News,0.33,4.06,2.89,1.21,6.08,8.87,1.0,6.31,4.68,1.72,7.52,1.0,High,0.924901185770751,0.3906720160481444,-5.8
25,Female,Both,0.5,2.93,2.18,2.86,News,6.04,8.03,1.78,5.42,3.01,2.97,7.45,2.07,8.94,5.87,2.05,6.58,Medium,0.9900332225913622,0.18346900438321853,3.8200000000000003
20,Male,Working,3.35,5.59,2.2,1.46,News,0.0,4.61,0.0,3.12,3.11,6.03,3.35,6.41,4.36,4.13,7.15,1.75,High,0.7771836007130125,0.28829293450232074,-3.0200000000000005
19,Female,Student,0.5,3.68,3.14,3.64,Lifestyle,2.68,7.97,1.52,1.0,5.99,4.6,6.02,2.57,8.29,7.71,4.28,5.86,Medium,0.9241917502787068,0.2295695570804741,3.4299999999999997
24,Female,Student,6.93,8.92,4.43,2.44,Entertainment,5.35,7.28,1.36,5.92,7.14,5.63,5.38,6.93,6.31,5.82,4.7,4.12,Medium,0.7620772946859902,0.5334928229665072,1.12
25,Female,Student,4.19,3.94,4.82,0.15,News,2.18,7.66,2.0,8.33,5.46,5.71,4.45,3.84,6.43,5.84,5.65,3.68,High,0.7424942263279445,0.24112607099143207,0.1899999999999995
18,Male,Student,2.77,5.34,1.86,0.0,News,0.91,5.68,1.99,5.09,3.96,4.95,6.62,4.39,6.03,2.61,5.15,3.4,High,0.9026946107784432,0.2914847161572052,-2.5400000000000005
26,Non-binary,Working,3.82,6.01,4.33,3.76,Gaming,3.9,6.21,0.12,6.17,5.08,8.14,2.27,3.5,6.28,4.16,6.85,1.74,High,0.8710124826629682,0.3378302417088252,-2.6899999999999995
21,Female,Working,3.97,6.52,1.94,4.22,News,5.76,7.45,1.23,7.79,4.4,3.75,5.42,5.14,8.72,6.44,4.42,5.5,Medium,1.0319526627218936,0.3939577039274924,2.0200000000000005
21,Female,Student,6.97,9.16,0.84,2.77,Educational,6.59,4.66,2.7,4.73,4.43,5.39,3.92,6.27,4.13,4.27,5.77,2.25,High,0.7296819787985865,0.4736297828335057,-1.5
20,Male,Working,3.71,7.2,3.26,1.31,Entertainment,1.47,5.3,0.8,8.49,4.24,4.37,4.36,1.67,4.86,4.12,7.27,2.51,High,0.7714285714285715,0.3850267379679145,-3.1499999999999995
23,Male,Student,4.28,7.85,4.51,0.5,Entertainment,3.73,4.42,1.44,4.2,4.79,5.14,3.86,4.39,3.57,3.33,5.34,1.84,High,0.6586715867158671,0.4009193054136875,-2.01
18,Female,Both,3.11,4.81,2.73,4.17,News,4.82,7.7,2.69,6.11,4.01,3.27,6.76,3.98,7.99,5.35,1.68,5.88,Medium,0.9183908045977013,0.29509202453987726,3.67
23,Female,Working,7.16,11.34,4.32,1.79,Lifestyle,3.91,6.23,2.32,5.09,5.45,4.56,5.11,5.71,6.83,6.67,8.0,4.11,Medium,0.9446749654218534,0.6381541924592009,-1.33
19,Non-binary,Working,6.36,10.01,2.06,0.0,Lifestyle,3.75,7.53,2.67,5.67,5.67,5.83,3.59,6.27,8.12,3.76,7.47,2.94,High,0.9519343493552167,0.6077717061323619,-3.71
26,Female,Student,1.07,3.59,3.17,0.89,News,2.16,7.37,1.6,9.81,5.28,4.37,5.1,1.89,8.23,4.51,5.58,4.29,Medium,0.9832735961768219,0.21587492483463622,-1.0700000000000003
19,Female,Student,5.28,8.14,4.1,0.0,News,2.46,7.9,2.16,4.72,4.61,2.41,6.3,6.24,6.58,4.46,4.71,4.59,Medium,0.7393258426966292,0.5055900621118012,-0.25
24,Female,Student,4.67,8.61,3.41,1.32,Lifestyle,2.14,5.94,2.47,2.76,6.07,4.58,6.49,5.19,7.15,4.12,5.83,4.19,Medium,1.0302593659942363,0.47674418604651164,-1.71
18,Female,Student,2.84,5.37,2.82,2.29,News,0.89,5.01,1.97,9.67,6.16,7.45,2.69,4.12,3.85,4.55,7.56,1.19,High,0.6405990016638935,0.28278041074249605,-3.01
24,Female,Student,2.51,6.24,2.31,2.27,Gaming,1.45,6.77,0.89,6.25,5.01,4.42,3.16,2.7,4.83,2.94,5.92,1.92,High,0.6216216216216217,0.3621590249564713,-2.98
22,Male,Both,0.95,4.24,2.69,0.25,Gaming,1.63,6.24,1.11,5.17,3.88,4.9,4.56,3.64,6.73,3.92,5.19,3.39,High,0.9295580110497238,0.23873873873873877,-1.2700000000000005
25,Male,Student,4.96,8.79,4.26,2.0,News,4.38,7.58,2.7,3.87,4.33,3.52,7.01,5.38,8.48,6.39,5.71,5.76,Medium,0.9883449883449884,0.5353227771010961,0.6799999999999997
21,Female,Student,1.96,5.54,2.84,2.54,Lifestyle,3.88,6.71,2.74,6.46,2.98,2.91,7.19,4.43,6.6,4.99,4.13,5.09,Medium,0.8560311284046692,0.3204164256795836,0.8600000000000003
24,Female,Student,4.46,6.85,0.99,0.97,Gaming,2.61,7.58,0.98,9.31,4.74,2.65,5.4,4.07,7.07,6.29,5.12,4.96,Medium,0.824009324009324,0.41717417783191224,1.17
23,Male,Student,2.37,5.51,3.31,2.05,Lifestyle,2.1,7.9,2.34,2.88,5.36,5.86,4.59,3.07,7.89,5.03,5.13,4.01,Medium,0.8865168539325842,0.34223602484472043,-0.09999999999999964
22,Male,Both,2.21,6.03,2.98,0.46,News,0.0,4.75,1.82,2.58,6.24,5.16,5.26,3.84,3.51,5.21,7.06,2.63,High,0.6104347826086957,0.3132467532467533,-1.8499999999999996
21,Female,Student,4.08,7.81,3.46,0.0,News,2.44,4.19,0.28,4.94,4.21,5.15,4.08,4.38,4.48,3.81,5.58,2.34,High,0.8631984585741811,0.39424533064109035,-1.77
24,Male,Both,5.88,9.52,2.85,2.84,News,3.26,4.87,2.28,3.18,3.91,4.42,5.69,5.16,4.16,4.7,8.63,2.68,High,0.7086882453151618,0.4976476738107684,-3.9300000000000006
22,Female,Student,2.85,5.62,2.87,0.39,Gaming,6.21,5.27,0.08,5.52,4.22,7.05,3.71,2.06,5.76,5.35,5.57,2.84,High,0.9186602870813397,0.3000533902829685,-0.22000000000000064
22,Female,Both,3.91,8.36,4.03,3.52,Entertainment,4.51,6.26,0.08,5.77,3.18,2.93,5.3,4.94,6.23,6.27,4.61,4.68,Medium,0.8581267217630855,0.47125140924464476,1.6599999999999993
18,Male,Student,4.15,7.49,5.72,1.7,Entertainment,3.07,5.35,0.79,4.25,4.79,6.72,4.07,4.23,6.27,3.84,6.89,2.46,High,0.9874015748031496,0.4016085790884719,-3.05
19,Female,Working,3.88,8.54,2.79,1.36,Entertainment,2.93,7.27,0.94,1.0,7.64,6.27,4.55,4.03,7.72,5.43,8.08,3.51,High,0.9334945586457074,0.510460251046025,-2.6500000000000004
22,Female,Student,4.46,6.28,4.19,2.52,Gaming,1.26,7.05,0.74,6.92,6.01,6.13,4.15,3.67,7.26,3.6,5.48,3.07,High,0.901863354037267,0.37050147492625374,-1.8800000000000003
20,Female,Working,4.02,6.72,1.37,1.14,Lifestyle,3.35,6.42,1.54,9.64,3.43,4.59,4.05,5.04,5.67,4.83,5.97,3.09,High,0.7641509433962265,0.3822525597269625,-1.1399999999999997
19,Male,Working,1.39,4.22,2.91,1.35,Entertainment,3.34,6.91,0.0,5.46,3.77,4.14,6.83,2.5,7.19,6.18,3.01,5.54,Medium,0.9089759797724399,0.24692802808660033,3.17
21,Male,Student,5.96,9.79,2.67,2.22,Entertainment,3.38,7.35,0.29,7.46,7.27,6.36,4.75,7.0,6.99,5.78,7.46,3.54,High,0.837125748502994,0.587987987987988,-1.6799999999999997
21,Female,Student,4.59,6.81,1.57,0.4,Educational,1.59,5.83,1.04,4.92,2.88,4.82,4.73,4.65,4.72,7.59,5.64,3.93,High,0.6910688140556368,0.37479361585030263,1.9500000000000002
21,Male,Both,3.68,5.89,3.61,3.81,News,5.55,7.36,1.27,5.73,5.7,5.79,5.82,4.78,7.26,5.77,4.94,4.5,Medium,0.868421052631579,0.35396634615384615,0.8299999999999992
21,Male,Student,2.5,6.46,4.16,3.28,Entertainment,5.84,4.36,2.58,7.94,2.37,3.55,4.37,4.32,3.48,6.33,5.18,3.27,High,0.6492537313432836,0.3289205702647658,1.1500000000000004
20,Male,Both,3.45,6.3,3.61,2.52,Entertainment,2.92,6.04,3.16,5.91,6.49,5.96,6.26,2.98,6.53,4.31,6.57,3.61,High,0.9275568181818182,0.3507795100222717,-2.2600000000000007
24,Male,Working,5.31,8.88,3.12,0.0,Lifestyle,4.17,7.52,1.72,10.15,5.16,5.89,4.21,5.77,6.7,2.85,7.91,2.29,High,0.7863849765258216,0.5388349514563107,-5.0600000000000005
26,Male,Student,2.0,4.17,2.46,2.87,News,0.56,5.16,3.18,6.99,4.01,3.57,5.18,1.74,4.13,3.27,5.79,2.63,High,0.6704545454545454,0.2213375796178344,-2.52
22,Male,Student,2.74,6.44,4.68,2.68,Gaming,1.06,5.12,0.0,1.86,6.23,6.23,3.3,3.79,5.55,2.43,6.59,1.62,High,0.9068627450980392,0.34110169491525427,-4.16
21,Non-binary,Both,3.87,7.72,3.48,0.87,Gaming,3.85,5.74,1.57,7.52,5.45,5.23,5.73,3.86,3.77,5.22,5.38,3.13,High,0.559347181008902,0.4227820372398686,-0.16000000000000014
19,Female,Student,1.59,5.86,2.49,2.85,Educational,3.81,6.46,2.32,3.96,4.57,4.99,4.96,2.76,5.19,5.7,3.59,3.85,High,0.6957104557640751,0.33409350057012543,2.1100000000000003
19,Male,Student,2.54,4.54,5.22,1.71,Lifestyle,3.83,6.32,0.0,6.47,5.64,6.59,4.28,3.02,6.31,5.13,5.51,3.22,High,0.8620218579234972,0.2567873303167421,-0.3799999999999999
22,Female,Working,3.59,5.39,0.0,0.0,Lifestyle,3.0,7.23,1.7,8.76,4.33,3.31,5.88,4.07,6.18,4.29,5.63,3.96,High,0.7509113001215066,0.32140727489564697,-1.3399999999999999
24,Male,Student,0.5,3.41,3.06,0.69,News,4.16,8.06,1.07,4.11,4.31,4.03,4.84,2.5,8.94,7.55,2.37,6.04,Medium,0.9867549668874172,0.21392722710163115,5.18
26,Female,Working,3.64,7.85,3.32,2.83,Lifestyle,1.45,6.7,2.01,9.16,5.46,4.07,6.11,2.32,6.34,3.19,5.83,3.56,High,0.8233766233766233,0.453757225433526,-2.64
24,Male,Student,2.03,4.13,5.55,1.87,Educational,2.54,7.59,2.01,6.94,5.4,2.93,6.74,4.34,8.6,6.61,3.7,6.22,Medium,1.0011641443538999,0.25167580743449114,2.91
22,Male,Student,5.77,7.69,2.77,0.0,News,6.0,6.4,1.01,3.5,3.67,3.34,7.2,5.52,5.92,5.39,6.02,4.61,Medium,0.7999999999999999,0.43693181818181814,-0.6299999999999999
23,Female,Student,3.17,5.67,2.31,1.52,Lifestyle,2.72,5.79,0.55,5.6,5.88,3.57,5.35,3.31,5.29,4.45,5.07,3.59,High,0.7790868924889544,0.3113673805601318,-0.6200000000000001
20,Male,Student,5.11,8.29,3.57,1.09,Lifestyle,4.61,7.85,1.73,7.47,6.05,5.01,3.58,5.26,6.27,4.54,4.93,3.14,High,0.7084745762711864,0.513312693498452,-0.3899999999999997
22,Female,Student,4.58,7.69,0.0,0.0,Entertainment,2.59,6.19,0.82,4.52,5.44,5.14,6.2,4.89,7.99,5.71,5.87,4.8,Medium,1.1112656467315716,0.43177989893318364,-0.16000000000000014
25,Male,Working,2.82,4.93,0.8,0.83,Entertainment,3.4,4.99,3.33,3.83,4.55,2.31,7.78,5.58,5.38,5.96,3.05,5.48,Medium,0.8981636060100167,0.2593371909521305,2.91
18,Male,Working,4.53,6.8,0.74,2.61,Educational,4.63,7.51,0.84,2.52,1.95,3.34,6.0,5.09,6.49,5.26,3.72,4.74,Medium,0.7626321974148061,0.4123711340206185,1.5399999999999996
18,Female,Working,6.55,9.46,2.8,0.0,Entertainment,1.16,7.53,1.19,5.04,4.98,3.47,7.52,5.67,6.87,6.08,6.73,5.12,Medium,0.8053927315357561,0.5743776563448696,-0.6500000000000004
24,Female,Student,4.07,6.33,3.48,1.81,Lifestyle,5.0,7.13,1.32,7.14,5.51,5.4,5.91,4.18,6.18,7.06,5.45,4.57,Medium,0.7601476014760148,0.3752222880853586,1.6099999999999994
22,Male,Student,3.47,5.41,4.51,1.08,Entertainment,2.54,6.61,1.99,5.66,4.78,3.62,5.21,3.35,6.55,4.65,6.27,3.82,High,0.8607095926412615,0.3110983323749281,-1.6199999999999992
22,Male,Both,4.57,8.1,3.57,3.99,Lifestyle,3.76,6.29,2.07,6.28,3.91,4.42,6.79,5.47,6.06,5.33,4.7,4.54,Medium,0.831275720164609,0.4573687182382834,0.6299999999999999
18,Male,Student,4.73,7.15,2.57,2.67,News,1.89,5.83,2.53,5.22,5.45,5.01,6.69,6.37,6.61,4.21,7.29,3.79,High,0.9677891654465594,0.3935057787561915,-3.08
26,Non-binary,Student,3.45,5.95,2.97,0.3,Entertainment,2.06,7.92,1.4,4.08,5.15,4.99,4.4,4.85,7.3,7.35,5.82,4.55,Medium,0.8183856502242153,0.37002487562189057,1.5299999999999994
18,Female,Student,0.5,3.15,3.63,4.63,Educational,0.83,5.7,0.9,7.14,4.38,3.95,5.42,2.4,6.07,1.77,6.78,2.63,High,0.9059701492537313,0.1721311475409836,-5.01
22,Male,Student,2.66,5.96,3.81,0.0,Gaming,1.62,4.73,0.24,7.62,5.69,5.36,5.51,3.61,4.19,3.52,4.96,2.69,High,0.731239092495637,0.3092890503373119,-1.44
26,Female,Student,2.04,5.1,2.47,2.54,Lifestyle,3.02,7.5,1.22,4.63,5.29,3.86,4.96,4.22,7.19,4.64,4.65,4.18,Medium,0.8458823529411765,0.3090909090909091,-0.010000000000000675
21,Male,Working,3.96,6.41,3.84,0.89,Educational,3.09,6.34,1.33,7.16,5.24,6.51,4.84,4.92,7.01,4.78,7.01,3.29,High,0.9550408719346049,0.36296715741789354,-2.2299999999999995
25,Male,Working,5.76,8.62,2.79,3.2,Lifestyle,4.09,7.39,2.54,5.43,4.04,3.13,5.54,5.53,7.33,6.87,3.72,5.44,Medium,0.8736591179976162,0.5189644792293798,3.15
23,Male,Student,4.73,7.52,2.1,0.55,Lifestyle,2.63,6.57,3.24,4.4,5.16,5.16,4.79,3.9,5.4,2.68,4.21,2.73,High,0.71334214002642,0.4314400458978772,-1.5299999999999998
20,Female,Working,3.25,7.71,2.94,1.03,News,4.55,7.07,2.61,9.27,4.96,5.86,4.73,4.15,6.93,4.36,6.16,3.34,High,0.8587360594795539,0.45540460720614295,-1.7999999999999998
21,Male,Student,4.39,7.38,4.28,2.89,Lifestyle,4.58,5.67,1.33,6.39,4.54,3.52,6.01,5.06,4.7,5.33,4.49,4.01,Medium,0.704647676161919,0.4026186579378069,0.8399999999999999
19,Female,Student,3.97,6.15,1.87,0.54,Gaming,2.1,7.91,0.0,7.55,3.88,3.63,7.2,3.29,8.34,4.46,4.51,5.31,Medium,0.936026936026936,0.38222498446239905,-0.04999999999999982
18,Female,Working,4.78,6.19,2.08,1.4,Gaming,0.0,5.09,1.12,6.64,4.47,3.98,4.66,2.31,6.42,3.99,4.6,3.59,High,1.0541871921182266,0.3273400317292438,-0.6099999999999994
25,Male,Student,4.86,8.81,3.15,2.6,Gaming,3.51,4.39,1.35,4.59,4.4,5.19,4.86,4.33,5.25,5.19,7.97,2.91,High,0.9740259740259741,0.44926058133605307,-2.7799999999999994
18,Male,Student,5.95,8.87,4.24,0.83,Educational,2.93,5.73,1.56,6.33,6.38,5.35,4.12,5.41,5.69,3.53,6.24,2.52,High,0.8454680534918276,0.48549534756431306,-2.7100000000000004
18,Male,Working,3.79,7.11,2.29,0.0,News,1.2,6.11,2.29,9.09,6.16,4.97,4.47,5.42,5.94,3.07,4.5,2.91,High,0.8354430379746836,0.3974287311347121,-1.4300000000000002
21,Female,Working,1.3,5.08,4.19,0.68,Educational,5.28,7.75,0.98,5.65,4.36,4.07,4.67,2.36,6.72,5.68,1.51,4.76,Medium,0.768,0.31261538461538463,4.17
23,Non-binary,Working,2.01,4.26,4.14,0.89,Educational,2.32,5.84,1.7,3.84,5.32,5.58,3.64,4.31,5.8,4.91,5.14,3.0,High,0.847953216374269,0.23458149779735682,-0.22999999999999954
26,Male,Student,4.03,6.25,3.35,0.39,Gaming,1.41,5.98,1.27,5.9,6.49,5.43,4.48,4.05,6.48,4.12,6.77,2.99,High,0.9283667621776505,0.34683684794672587,-2.6499999999999995
18,Male,Student,3.6,6.66,4.42,2.4,Educational,6.42,6.61,2.68,8.13,6.03,5.74,4.94,2.31,6.96,7.7,4.5,4.83,Medium,0.914586070959264,0.3829787234042553,3.2
24,Male,Student,5.08,10.39,2.37,0.0,Lifestyle,2.47,4.92,2.03,7.85,5.53,7.16,3.82,3.45,5.3,3.27,9.2,1.4,High,0.8952702702702703,0.5445492662473795,-5.93
22,Male,Student,5.56,7.84,4.81,2.54,Entertainment,3.0,8.69,1.72,4.56,6.39,5.71,6.34,5.76,9.35,4.65,6.06,4.82,Medium,0.9649122807017544,0.51208360548661,-1.4099999999999993
25,Female,Working,4.05,6.53,4.79,2.41,Lifestyle,3.56,5.97,1.05,8.42,6.52,4.07,6.51,4.77,6.74,4.36,3.57,4.6,Medium,0.9670014347202296,0.36217415418746535,0.7900000000000005
24,Male,Working,2.13,5.96,4.72,1.41,Educational,1.01,7.26,1.41,8.25,4.97,4.72,3.47,3.4,7.07,5.21,6.53,3.38,High,0.8559322033898306,0.3560334528076463,-1.3200000000000003
21,Male,Student,4.84,8.44,3.77,3.98,News,1.9,6.86,3.27,7.75,5.15,3.19,7.12,4.56,6.52,6.67,6.07,5.23,Medium,0.8295165394402034,0.4924154025670945,0.5999999999999996
21,Female,Working,4.42,6.92,1.49,0.24,Lifestyle,2.68,4.68,1.54,3.32,4.05,4.59,5.04,4.4,4.91,3.24,5.23,2.76,High,0.8644366197183099,0.3581780538302277,-1.9900000000000002
23,Male,Student,4.95,6.36,3.79,1.16,Educational,5.34,6.54,0.38,2.37,6.86,4.97,4.79,6.79,7.42,4.57,4.75,3.97,High,0.9840848806366047,0.3642611683848797,-0.17999999999999972
23,Female,Working,2.91,5.65,4.7,0.0,News,1.57,5.99,2.93,10.9,5.5,4.82,5.14,3.68,6.9,5.34,6.89,3.84,High,0.9871244635193134,0.3137146029983343,-1.5499999999999998
26,Male,Student,8.47,13.29,0.0,4.85,Gaming,4.48,6.93,2.89,5.67,5.76,6.08,5.28,6.15,7.27,5.99,7.82,3.86,High,0.9167717528373266,0.7785588752196836,-1.83
22,Non-binary,Student,1.38,3.94,3.57,2.6,Entertainment,3.67,7.95,0.69,4.28,5.52,4.93,4.26,4.03,8.22,6.23,4.61,4.65,Medium,0.9184357541899443,0.2454828660436137,1.62
25,Male,Student,4.14,7.95,3.49,0.57,Educational,2.81,7.76,2.05,4.99,4.78,3.62,6.73,5.04,7.73,4.82,6.21,4.79,Medium,0.882420091324201,0.48953201970443344,-1.3899999999999997
22,Non-binary,Both,5.07,6.97,2.21,2.33,Lifestyle,1.88,7.15,1.85,6.45,4.85,3.98,5.78,5.64,7.09,6.8,5.25,5.02,Medium,0.8699386503067484,0.4136498516320474,1.5499999999999998
19,Male,Student,5.24,9.08,0.7,4.07,Entertainment,1.36,5.81,0.0,2.76,5.19,5.85,4.98,5.61,6.18,4.67,5.47,3.39,High,0.907488986784141,0.49917537108301263,-0.7999999999999998
23,Female,Student,4.01,7.9,2.46,1.98,Gaming,7.0,5.88,1.8,7.11,5.65,5.33,4.35,5.16,4.51,6.18,4.99,3.29,High,0.6555232558139534,0.4359823399558499,1.1899999999999995
26,Male,Student,4.93,7.96,3.6,0.0,Gaming,4.65,7.37,1.16,6.73,5.4,2.97,4.98,3.61,7.59,6.19,5.69,4.81,Medium,0.9068100358422938,0.4786530366806976,0.5
20,Female,Student,5.36,9.59,2.25,2.49,Entertainment,2.57,5.67,2.17,6.34,6.18,3.11,7.53,4.22,5.05,5.57,5.47,4.62,Medium,0.7571214392803598,0.5231860338243317,0.10000000000000053
18,Male,Student,4.16,7.05,4.86,0.24,Educational,2.81,6.54,2.55,7.82,4.35,3.45,6.26,3.34,6.99,7.28,5.44,5.36,Medium,0.927055702917772,0.4037800687285223,1.8399999999999999
18,Female,Working,4.34,9.32,3.03,2.31,Educational,2.09,6.85,2.37,5.19,4.86,4.72,4.99,3.07,7.46,5.37,5.51,4.24,Medium,0.9503184713375796,0.5434402332361516,-0.13999999999999968
20,Female,Student,4.96,7.84,3.16,0.39,News,0.79,4.9,0.0,7.24,5.01,5.04,5.94,5.04,5.43,2.19,7.21,2.48,High,0.9203389830508474,0.41047120418848165,-5.02
22,Female,Both,4.03,6.7,2.68,2.13,News,2.13,6.18,2.79,3.07,4.61,5.09,5.47,2.48,7.49,5.8,4.15,4.72,Medium,1.043175487465181,0.3759820426487093,1.6499999999999995
20,Female,Student,6.0,9.33,2.66,1.55,Educational,2.32,6.97,0.16,5.39,6.76,4.84,3.86,4.85,5.5,4.58,5.16,2.98,High,0.6900878293601004,0.5478567234292425,-0.5800000000000001
26,Male,Student,5.5,7.29,2.7,0.0,Lifestyle,5.17,6.02,0.97,6.79,5.64,5.61,4.83,4.94,6.22,5.23,4.84,3.68,High,0.886039886039886,0.40545050055617354,0.39000000000000057
25,Male,Student,3.54,6.78,2.97,1.2,Gaming,3.05,8.22,1.13,4.29,4.86,2.64,5.9,3.66,8.3,5.78,5.24,5.35,Medium,0.9002169197396963,0.4296577946768061,0.54
20,Female,Working,2.92,5.1,2.64,1.91,News,2.07,5.36,3.16,6.75,3.49,4.16,6.06,2.72,6.0,4.66,5.21,4.01,Medium,0.9433962264150942,0.27360515021459225,-0.5499999999999998
26,Male,Student,5.16,9.13,2.32,3.25,Entertainment,5.57,8.13,1.48,2.98,7.03,5.41,5.24,5.64,9.63,3.35,6.28,4.12,Medium,1.0547645125958378,0.5752993068683051,-2.93
23,Male,Student,4.13,8.02,3.81,0.06,Entertainment,1.92,8.49,2.53,4.27,5.23,3.06,4.99,6.0,7.71,5.82,4.29,4.95,Medium,0.8124341412012644,0.5170857511283043,1.5300000000000002
24,Male,Working,3.11,5.35,2.86,1.63,Educational,2.55,7.8,1.19,2.81,3.34,4.11,5.27,3.08,8.12,4.42,2.16,4.89,Medium,0.9227272727272726,0.3302469135802469,2.26
21,Male,Working,3.28,5.84,4.15,1.7,Entertainment,4.89,7.91,1.62,7.73,5.37,4.75,4.71,2.75,7.25,6.48,3.6,4.76,Medium,0.813692480359147,0.362958359229335,2.8800000000000003
21,Female,Working,4.97,8.94,3.12,0.0,Entertainment,1.43,5.78,1.75,4.1,6.21,5.91,3.61,4.48,4.53,5.41,7.38,2.3,High,0.668141592920354,0.49066959385290887,-1.9699999999999998
19,Female,Working,3.3,8.25,2.04,5.38,Educational,1.9,4.92,1.74,6.18,2.73,5.32,5.79,5.85,5.08,4.63,5.4,3.38,High,0.8581081081081081,0.43238993710691825,-0.7700000000000005
22,Non-binary,Student,6.17,9.18,1.58,0.0,Lifestyle,2.14,6.76,2.85,4.6,4.46,3.8,5.11,6.3,5.18,7.87,5.92,4.43,Medium,0.6675257731958762,0.5324825986078886,1.9500000000000002
25,Male,Student,2.5,6.33,2.97,0.91,Educational,3.55,5.68,1.01,8.92,4.01,5.06,3.29,3.59,5.81,5.22,4.28,3.22,High,0.8697604790419161,0.3455240174672489,0.9399999999999995
24,Non-binary,Working,3.25,7.0,4.25,2.4,Gaming,0.5,6.22,1.58,8.06,5.77,4.54,4.52,3.99,6.16,4.83,7.7,3.13,High,0.8531855955678671,0.39370078740157477,-2.87
24,Female,Student,2.6,6.37,4.84,2.33,News,2.67,5.47,3.61,6.68,5.15,4.59,4.52,4.62,4.26,4.64,6.58,2.61,High,0.6584234930448223,0.3437668645439827,-1.9400000000000004
23,Non-binary,Student,2.17,2.87,5.24,4.38,Lifestyle,1.34,5.7,3.85,9.72,7.21,5.2,6.09,2.88,6.37,3.94,3.99,3.93,High,0.9507462686567164,0.15683060109289618,-0.050000000000000266
20,Female,Working,2.81,4.9,4.3,0.65,Lifestyle,2.6,7.52,0.02,5.61,7.1,6.43,4.31,3.7,8.66,6.52,5.4,4.52,Medium,1.0164319248826292,0.2973300970873787,1.1199999999999992
22,Female,Student,3.24,7.71,5.12,2.67,Entertainment,3.76,5.74,1.82,4.11,6.33,4.81,3.78,4.7,5.23,5.5,7.12,2.85,High,0.7759643916913948,0.42223439211391023,-1.62
18,Male,Student,3.37,5.59,2.02,0.91,News,1.27,6.76,2.04,8.02,5.39,3.84,7.1,4.86,5.43,6.38,6.35,4.61,Medium,0.6997422680412371,0.32424593967517396,0.03000000000000025
